message,food,recharge,support,reminders,travel,nearby,movies,casual,other
remind me by 8:45,F,F,F,T,F,F,F,F,F
of ticket booked with haptik,F,F,F,F,T,F,T,F,F
"		i would like to cancel my wake up call for sat, 04 march at 06:00 am { reminder_list: 701284, user_id: 1981258, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
every 1 hiur,F,F,F,T,F,F,F,F,F
on 7tn hyderabad to tirupati one berth by sleeper class,F,F,F,F,T,F,F,F,F
at 11 30 in the night today,F,F,F,T,F,F,F,F,F
what are the best rated movies till date,F,F,F,F,F,F,T,F,F
for discount which code should i use,F,T,T,F,T,F,F,F,F
go to home at 6pm,F,F,F,T,F,F,F,F,F
can u plss remove all my reminders,F,F,F,T,F,F,F,F,F
i will travel by road,F,F,F,F,T,F,F,F,F
jhanmabhoomi express on 4-03-2017 seat availability in ac to vishakhapatnam to sec,F,F,F,F,T,F,F,F,F
plz dont book my cab,F,F,F,F,T,F,F,F,F
remind me to call nakul sir in 2 mins today,F,F,F,T,F,F,F,F,F
on juhu tara road,F,F,F,F,T,T,F,F,F
pls cancel all wake up calls,F,F,F,T,F,F,F,F,F
hey bitch.. wake me up at 7:45 pm ..,F,F,F,T,F,F,F,F,F
need ac fitting,F,F,T,F,F,F,F,F,F
any offers for one ticket,F,F,F,F,F,F,T,F,F
"no, cancel it.... i accidentally tapped on it... sorry",F,F,F,F,T,F,F,F,F
mr.rajachandrasekar	dob 25/5/1958	adhaar no 538517409720	mr.vinayagamurthy	dob 13/8/1963	adhaar no457846167874	mrs.uma 	dob 1968	adhaar no 611382440903 	mr.syam	dob 22/10/1988,F,F,F,F,T,F,F,F,F
enter details is not working on final page of paying through credit card,F,T,F,F,T,F,F,F,F
do i have any discounted fare,F,F,F,F,T,F,F,F,F
how can i copy this coupon code,F,T,F,F,T,F,T,F,F
trip gas ended,F,F,F,F,F,T,F,F,F
nearest  santosh dhaba,T,F,F,F,F,F,F,F,F
i wanted to know the train timings from hour to bangalore,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for sun, 05 march at every 1 hour from 9:00 am to 8:00 pm. { reminder_list: 717255-717256-717257-717258-717259, user_id: 1982531, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
set reminder for monday for going to rbl bank,F,F,F,T,F,F,F,F,F
my location in mahendru post office,T,F,F,F,F,T,F,F,F
hair saloon,F,F,F,F,F,T,F,F,F
i want check the one pnr status,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 723299, user_id: 1985921, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
so if i book through your way will i get ₹75,F,T,F,F,T,F,F,F,F
how to change the payment method to paytm,F,F,F,F,T,F,F,F,F
set a wake up call reminder,F,F,F,T,F,F,F,F,F
vijaywada to hyderabad,F,F,F,F,T,F,F,F,F
"		i would like to cancel my `wish prakruti happy birthday!` reminder for sun, 05 march at 11:30 pm { reminder_list: 717176, user_id: 1959404, task_name: birthday, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
can you tell me if there is a show at 2:30 in kavali?,F,F,F,F,F,F,T,F,F
hi! i need a hotel room to stay for 3 days in chennai with a good facilities and a reasonable price,F,F,F,F,T,F,F,F,F
01107 or 08,F,F,F,F,T,F,F,F,F
hdfc which have cash,F,F,F,F,F,T,F,F,F
yes wake up reminder,F,F,F,T,F,F,F,F,F
flight from jaipur to mumbai,F,F,F,F,T,F,F,F,F
with the gap of one hour,F,F,F,T,F,F,F,F,F
i can't book tatkal,F,F,F,F,T,F,F,F,F
but i have searched it more cheaper than u,F,F,F,F,F,T,F,F,F
"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 705318-705319-705320-705321-705322-705323-705324-705325-705326-705327, user_id: 1971535, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
any recharge offer,F,T,F,F,F,F,F,F,F
540,T,T,T,F,T,F,T,F,F
today i paid all the bill,F,T,F,F,T,F,F,F,F
been more than 1.30 hours..,F,T,F,F,F,F,F,F,F
stop it,F,F,F,T,F,F,F,F,F
bus options,F,F,F,F,T,F,F,F,F
"		i would like to cancel my reminder for wed, 08 march at 10:30 am { reminder_list: 705912, user_id: 1919208, task_name: other, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
thanks but i want to set also morning alarm with this,F,F,F,T,F,F,F,F,F
not restaurant,T,F,F,F,F,F,F,F,F
can you inform me where my order is,T,F,F,F,F,F,F,F,F
briyani,T,F,F,F,F,F,F,F,F
how am i supposed to redeem vodafone offer,F,T,F,F,F,F,F,F,F
rs 75 cash back nahi aya morning ride ka,F,F,F,F,T,F,F,F,F
hi could u please cancel this ticket,F,F,F,F,T,F,T,F,F
can u set a reminder for me?,F,F,F,T,F,F,F,F,F
what about tickets,F,F,F,F,T,F,T,F,F
hello can you book may bus,F,F,F,F,T,F,F,F,F
pnq-amd 23.05.2017,F,F,F,F,T,F,F,F,F
im asking train,F,F,F,F,T,F,F,F,F
biriyani,T,F,F,F,F,F,F,F,F
how much km for wonderla from bangalore,F,F,F,F,F,T,F,F,F
can u book train tickets,F,F,F,F,T,F,F,F,F
grateful pls remind the to do list only by sms twice a day 12 00 pm n 330 pm,F,F,F,T,F,F,F,F,F
msedcl ka bill pay ho sakata hai,F,T,F,F,F,F,F,F,F
tanu please cancle my all reminders,F,F,F,T,F,F,F,F,F
i web check in,F,F,F,F,T,F,F,F,F
can you tell me the name of some nearby gynecologists ?,F,F,F,F,F,T,F,F,F
want to go mumbai to nathdwara by sleeper bus 50 persons,F,F,F,F,T,F,F,F,F
which near by location in movie,F,F,F,F,F,F,T,F,F
i said one way,F,F,F,F,T,F,F,F,F
has flight landed ?{task},F,F,F,F,T,F,F,F,F
can you schedule it from thursday to sunday?,F,F,F,T,F,F,F,F,F
7 8 or 9 of this month,F,F,F,F,T,F,F,F,F
jaipur to goa,F,F,F,F,T,F,F,F,F
will u tell me about hotel sangam?,F,F,F,F,T,F,F,F,F
unlimited local std calls plan,F,T,F,F,F,F,F,F,F
mai delhi se mumbai jana chata hu 9 march ko,F,F,F,F,T,F,F,F,F
i am an existing customer of uber will i still get 20% cash back?,F,F,F,F,T,F,F,F,F
"things to do, mumbai",F,F,F,F,F,T,F,F,F
"		i would like to cancel my wake up call for sun, 05 march at 05:30 am { reminder_list: 707062, user_id: 1980485, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"		i would like to cancel my to-do: dinner for everyday at 07:25 pm { reminder_list: 356668, user_id: 1869426, task_name: to_do, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
15 min,F,F,F,T,F,F,F,F,F
i just recharged but recharge not done,F,T,F,F,F,F,F,F,F
i want to no flight rate patna to mumbai,F,F,F,F,T,F,F,F,F
gorakhpur to ahmedabad,F,F,F,F,T,F,F,F,F
pls check tickets in bhimavaram,F,F,F,F,T,F,F,F,F
just check st thomas college pala.?,F,F,F,F,F,T,F,F,F
change flight,F,F,F,F,T,F,F,F,F
i need a cab from jaipur airport to bustand,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for sat, 04 march at 11:00 am { reminder_list: 701825, user_id: 1981326, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"add a new to-do	task: logan	date: march 2, 2017	time: 5 00 pm",F,F,F,T,F,F,F,F,F
need help for web check-in,F,F,F,F,T,F,F,F,F
is there a flight from chandigarh to kolkata,F,F,F,F,T,F,F,F,F
no i would like to pay my postpaid bill in offer,F,T,F,F,F,F,F,F,F
i drank enough of water,F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 4 hours from 10:00 am to 8:00 pm. { reminder_list: 695112-695113-695114, user_id: 1810915, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
plz send me pin code of bhiwapur,F,F,F,F,F,T,F,F,F
medical store,F,F,F,F,F,T,F,F,F
5/31/2017,F,F,F,T,T,F,F,F,F
6am satart,F,F,F,T,F,F,F,F,F
how much is that,T,F,F,F,T,F,F,F,F
8 times in a day,F,F,F,T,F,F,F,F,F
i need trains,F,F,F,F,T,F,F,F,F
"		i would like to cancel my to-do: hi for sun, 02 april at 10:19 pm { reminder_list: 685355, user_id: 1715701, task_name: to_do, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
yes with in 1 day,F,F,F,T,F,F,F,F,F
train tickets pls,F,F,F,F,T,F,F,F,F
is there any direct train from pune to halol gujrat,F,F,F,F,T,F,F,F,F
is thr any pools,F,F,F,F,F,T,F,F,F
not necessary chinese,T,F,F,F,F,F,F,F,F
or agr 48 hours baad me cancel krau to,F,F,F,F,T,F,F,F,F
make a reminder with the title of lic,F,F,F,T,F,F,F,F,F
group tiket  27march  kolkata  to bagdogara. 21 person  pls discount  tiket,F,F,F,F,T,F,F,F,F
i want you know what is the lunch hours for syndicate bank peenya ind branch,F,F,F,F,F,T,F,F,F
book tamil movie tickets in chennai,F,F,F,F,F,F,T,F,F
ok go head for booking tkt,F,F,F,F,T,F,F,F,F
medical stot,F,F,F,F,F,T,F,F,F
nd can u clear me the price of ride before i picked up the ride,F,F,F,F,T,F,F,F,F
should i get 50 cash back more?,F,T,F,F,T,F,F,F,F
need to know some orthodontics near by,F,F,F,F,F,T,F,F,F
i need to book it advance for 7:45 am tommorow,F,F,F,F,T,F,F,F,F
remind me to call ragini,F,F,F,T,F,F,F,F,F
cammonfo 2,F,F,F,F,F,F,T,F,F
any coupon for train booking,F,F,F,F,T,F,F,F,F
where is my cash back trip completed,F,F,F,F,T,F,F,F,F
today movies release,F,F,F,F,F,F,T,F,F
"sure,in coming time",F,F,F,F,T,F,F,F,F
hospital hill view,F,F,F,F,F,T,F,F,F
hi reshma....can you name me a highly recommended physician near to my locality,F,F,F,F,F,T,F,F,F
i would like to know offers on bookmyshow using jio money,F,F,F,F,F,F,T,F,F
train no i dont have name i have,F,F,F,F,T,F,F,F,F
is it per person or couple,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 727183, user_id: 1986660, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"		i would like to cancel my medicine reminder for everyday at 09:30 pm { reminder_list: 691659, user_id: 1979316, task_name: medicine, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
jodhpur 5 star hotel for tomorrow check in,F,F,F,F,T,F,F,F,F
can you help me find the nearby gyms within 4 km radius,F,F,F,F,F,T,F,F,F
i want sg-3105 flight status alone,F,F,F,F,T,F,F,F,F
382715 kadi gujrat,F,F,F,F,T,F,F,F,F
nd saturday also plz,F,F,F,T,F,F,F,F,F
travel dated are not fixed but it will be in 3rd or 4th week of march,F,F,F,F,T,F,F,F,F
after every 2 hours,F,F,F,T,F,F,F,F,F
patiala to bahadurgarh,F,F,F,F,T,F,F,F,F
new delhi,F,F,F,F,T,T,F,F,F
near to my place,F,F,F,F,F,T,F,F,F
from : chennai to tirupur,F,F,F,F,T,F,F,F,F
any date this week,F,F,F,F,T,F,F,F,F
"my fare was more than 100 , bcoz of my discount coupon i got 20%discount",F,F,F,F,T,F,F,F,F
intex speaker service center,F,F,F,F,F,T,F,F,F
and in day time?,F,F,F,F,T,F,F,F,F
is there any cub atm near chennai one?,F,F,F,F,F,T,F,F,F
may i kn the flight status,F,F,F,F,T,F,F,F,F
"		i want to know availability and fare in sleeper (sl) in train number 22662{product_id:22662_mnm_ms,api_name:trains_api}",F,F,F,F,T,F,F,F,F
call kalki resorts goa and ask if pick and drop services provided and couples allowed,F,F,F,F,F,T,F,F,F
yes i don't know how the ticket books on haptik,F,F,F,F,T,F,F,F,F
send spicy list,T,F,F,F,F,F,F,F,F
can you tell me offers for electricity bill,F,T,F,F,F,F,F,F,F
"		i would like to cancel my medicine reminder for everyday at 11:09 pm { reminder_list: 607936, user_id: 1941763, task_name: medicine, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"i want to know availability and fare in sleeper (sl) in train number 17305{product_id:17305_pune_gwl,api_name:trains_api}",F,F,F,F,T,F,F,F,F
m chanakya 29,F,F,F,F,T,F,F,F,F
i need invoice also,T,F,F,F,T,F,F,F,F
i need a ride,F,F,F,F,T,F,F,F,F
hi i want go manali for 7 days..from surat how i can go,F,F,F,F,T,F,F,F,F
no time preference,F,F,F,F,T,F,F,F,F
pnr 2807722500,F,F,F,F,T,F,F,F,F
can u show me the list of movie thetre/ multi plexs in odisha,F,F,F,F,F,F,T,F,F
is it possible to get refund if the ticket is cancelled after the train depart from boarding station,F,F,F,F,T,F,F,F,F
please cancel my alarm which was scheduled for today at 7am,F,F,F,T,F,F,F,F,F
i need list of offer,T,T,T,F,T,F,T,F,F
nearby hotel,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 723865, user_id: 1956002, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
utkal express from bandamunda to haridwar on 27 march 2017,F,F,F,F,T,F,F,F,F
so have to arrang some reminder calls tmaro i mean mrng,F,F,F,T,F,F,F,F,F
every hour between 10:00 am to 5:00 pm,F,F,F,T,F,F,F,F,F
want to know is this ride free for me,F,F,F,F,T,F,F,F,F
is there any offer on railway ticket,F,F,F,F,T,F,F,F,F
picnic spot,F,F,F,F,F,T,F,F,F
can you find me nearest movie theater,F,F,F,F,F,F,T,F,F
vasakapatanam ap india,F,F,F,F,T,T,F,F,F
delhi to goa,F,F,F,F,T,F,F,F,F
can u help me to pick which is nearest station among all those for goa,F,F,F,F,T,F,F,F,F
want to ride now,F,F,F,F,T,F,F,F,F
when i will get the cashback on my last ride,F,F,F,F,T,F,F,F,F
marine lines,T,F,F,F,F,T,F,F,F
come to thrissur station,F,F,F,F,T,F,F,F,F
kerala trouist place with budget,F,F,F,F,T,F,F,F,F
hamra batawa atm kaha ho,F,F,F,F,F,T,F,F,F
budget round rs 1000,F,F,F,F,T,F,F,F,F
me travel kr skta hu ya nai,F,F,F,F,T,F,F,F,F
i want woching commando 2 movies,F,F,F,F,F,F,T,F,F
akshay can u give me nearby music store adress,F,F,F,F,F,T,F,F,F
beauty parlor,F,F,F,F,F,T,F,F,F
i would like to order from pizzahut,T,F,F,F,F,F,F,F,F
where is rs. 48 cashback for rs. 320 bill payment,F,T,F,F,F,F,F,F,F
no from 10 am to 10 pm,F,F,F,T,F,F,F,F,F
is electricity bill payment available for my location,F,T,F,F,F,F,F,F,F
it's trailer not good show me another one,F,F,F,F,F,F,T,F,F
in your thinking which cab is good then other ??,F,F,F,F,T,F,F,F,F
can u help  with the menu,T,F,F,F,F,F,F,F,F
only tell me names,T,F,F,F,T,F,T,F,F
food,T,F,F,F,F,F,F,F,F
"		i would like to cancel my wake up call for thu, 30 march at 07:39 pm { reminder_list: 683203, user_id: 1689770, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i want to go shirdi   shani shingnapur,F,F,F,F,T,F,F,F,F
dhaba,F,F,F,F,F,T,F,F,F
i would like to book a ticket dwaraka movie,F,F,F,F,F,F,T,F,F
i want to wakeup tmrw mrng,F,F,F,T,F,F,F,F,F
no i want to goa for goa,F,F,F,F,T,F,F,F,F
i want share ola,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for sun, 05 march at 06:15 am { reminder_list: 711471, user_id: 1983485, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"house no 1502, hig flats, sector 43b",T,F,T,F,T,T,T,F,F
can you find me a property lawyer in byculla mumbai who is open on saturday?,F,F,F,F,F,T,F,F,F
"		i would like to cancel my reminder for sat, 04 march at 08:04 am { reminder_list: 686988, user_id: 1978360, task_name: other, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
hey..i want to cancel my water alert,F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 712737, user_id: 1983840, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
please remind me to make a call at college at 5 pm today.,F,F,F,T,F,F,F,F,F
now near dilkushnagar side one bus went,F,F,F,F,F,T,F,F,F
look for shatabdi or jan shatabdi,F,F,F,F,T,F,F,F,F
not received cash back,F,T,F,F,T,F,T,F,F
i need a petrol pump near by,F,F,F,F,F,T,F,F,F
i want cash back on recharge and bill pay,F,T,F,F,F,F,F,F,F
flight fare,F,F,F,F,T,F,F,F,F
restaurants which serve hukkah,T,F,F,F,F,T,F,F,F
restaurants around begumpet,T,F,F,F,F,F,F,F,F
call murthy kollapudi top -14 retention,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for sat, 04 march at 07:00 am { reminder_list: 701473, user_id: 1978431, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i want bajjis,T,F,F,F,F,F,F,F,F
hotel is near,F,F,F,F,T,F,F,F,F
i need bescom bill sir,F,T,F,F,F,F,F,F,F
need electrician for cooler repair,F,F,T,F,F,F,F,F,F
send a vodafone postpaid bill promocode,F,T,F,F,F,F,F,F,F
its too much please suggest me 1200 range something,F,F,F,F,T,F,F,F,F
i want to do webchekin for my flite can u help me,F,F,F,F,T,F,F,F,F
ideal colony,T,F,F,F,T,F,F,F,F
में इंदौर से धुले जाना चाहती हूँ। मेरे पास कार हैं पर ड्राइवर नहीं। क्या आप बता सकते हैं मुझे कोई अच्छा सा ड्राइवर??,F,F,F,F,T,F,F,F,F
i think their is some confusion with the flight rates .,F,F,F,F,T,F,F,F,F
"		hi, i want to book ubergo {product_id:3d67403a-afdc-41a1-9ea9-df68a3f4a835, api_name:uber, product_name:ubergo, seat_count:none}",F,F,F,F,T,F,F,F,F
last stoppage of telangana expresz,F,F,F,F,T,F,F,F,F
remind me daily to sleep at 11:30 daily,F,F,F,T,F,F,F,F,F
tamil movies in coimbatore,F,F,F,F,F,F,T,F,F
any way advance booking for movie,F,F,F,F,F,F,T,F,F
hey	could you please stop the reminders of water for sometime,F,F,F,T,F,F,F,F,F
"hey, i want to book movie tickets.{task}",F,F,F,F,F,F,T,F,F
please show me return flights from hyderabad to mumbai 		onward date - 14 march	return date - 16 march,F,F,F,F,T,F,F,F,F
get me some contact numbers of landscape contractors,F,F,F,F,F,T,F,F,F
no these are through delhi,F,F,F,F,T,F,F,F,F
i have product that is tp be picked up,F,F,T,F,F,F,F,F,F
singam3,F,F,F,F,F,F,T,F,F
no offer for electricity bill payment ?,F,T,F,F,F,F,F,F,F
give me train availability for amravati to mumba date 8 march in ac any class,F,F,F,F,T,F,F,F,F
i'll pay by ola money,F,F,F,F,T,F,F,F,F
nearest muncipal commison office,F,F,F,F,F,T,F,F,F
hubli,F,F,F,F,F,T,F,F,F
don't remind me for anything,F,F,F,T,F,F,F,F,F
check in 12236 on 20 june,F,F,F,F,T,F,F,F,F
cancel my reminder to drink water,F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for mon, 06 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 726535-726536-726537-726538-726539-726540-726541-726542-726543-726544-726545, user_id: 1986664, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
send me showtime for the ghazi attack,F,F,F,F,F,F,T,F,F
carry english text book,F,F,F,T,F,F,F,F,F
aaj koi offer hai kya,F,F,F,F,T,F,F,F,F
tell me about logan,F,F,F,F,F,F,T,F,F
can you help me to book plane ticket,F,F,F,F,T,F,F,F,F
sorry i go throw cab option,F,F,F,F,T,F,F,F,F
sat night,F,F,F,T,T,F,T,F,F
near by cab booking,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 708080, user_id: 1982761, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
cleartrip,F,F,F,F,T,F,F,F,F
refrigerator repair shop?,F,F,F,F,F,T,F,F,F
am i eligible for any cab offer?,F,F,F,F,T,F,F,F,F
do you have any offer to book railway tickets,F,F,F,F,T,F,F,F,F
havmore,F,F,F,F,T,F,F,F,F
any movie is fine,F,F,F,F,F,F,T,F,F
shihm 3,F,F,F,F,F,F,T,F,F
want to pay airtel bill any discount,F,T,F,F,F,F,F,F,F
13237date28-02-2017 patna  kota,F,F,F,F,T,F,F,F,F
jaipur railway station,T,F,F,F,T,F,F,F,F
gaitey galaxy,F,F,F,F,F,F,T,F,F
want to knw the review,F,F,F,F,F,F,T,F,F
borivali to surat,F,F,F,F,T,F,F,F,F
mujhe idea ke sabhi recharge palan ki jankari chahiye,F,T,F,F,F,F,F,F,F
"		i would like to cancel my wake up call for sun, 05 march at 05:50 pm { reminder_list: 706553, user_id: 1982175, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i have to call mr. vijayvargiya on 10 am tomorrow,F,F,F,T,F,F,F,F,F
"		i want to know availability and fare in sleeper (sl) in train number 12971{product_id:12971_vapi_sgd,api_name:trains_api}",F,F,F,F,T,F,F,F,F
copune,T,T,F,F,F,F,F,F,F
you have just informed me that i would be getting confirmation,T,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 673359, user_id: 1970083, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
how far is kamatipura from grant rd station,F,F,F,F,F,T,F,F,F
48 km up and down,F,F,F,F,T,F,F,F,F
in visakhapatnam andharpradesh,F,F,F,F,T,F,F,F,F
akp to vijayawada,F,F,F,F,T,F,F,F,F
"i would like to cancel my wake up call for sun, 05 march at 07:30 am { reminder_list: 714385, user_id: 1842671, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i just want to check my budget for travel,F,F,F,F,T,F,F,F,F
