message,food,support,reminders,movies,nearby,travel,recharge,ipl,casual,other
what you think who will be man of the series,F,F,F,F,F,F,F,T,F,F
libraries near by me,F,F,F,F,T,F,F,F,F,F
Plz set the same reminder on next date,F,F,T,F,F,F,F,F,F,F
Show timing of banjo..  in Sarb multiplex jalandhar (punjab),F,F,F,T,F,F,F,F,F,F
do you have any offer to book railway tickets,F,F,F,F,F,T,F,F,F,F
how frequent need to drink,F,F,T,F,F,F,F,F,F,F
dhoni,F,F,F,F,F,F,F,T,F,F
"Flight to dubai, how much does it costs",F,F,F,F,F,T,F,F,F,F
thanks  my son  came and took over the responsibility  thanks for  timly help this much you have dome a great job really  you all are walking  to achieve the thing,F,F,T,F,F,F,F,F,F,F
oooo,F,F,F,F,F,F,F,F,T,F
it's my son's birthday and i want to book a nice place for him and his friends for saturday 4th march,T,F,F,F,F,T,F,F,F,F
7plus price in india?,F,F,F,F,F,F,F,F,F,T
mm broiler poultry farm ka business start karna chata hu,F,F,F,F,F,F,F,F,F,T
I want to find fitness centre near by.,F,F,F,F,T,F,F,F,F,F
you so sweet,F,F,F,F,F,F,F,F,T,F
can you book ticket?,F,F,F,T,F,F,F,F,F,F
show timings in sangamner,F,F,F,T,F,F,F,F,F,F
do u know anna bhau sathe auditorium 	and it's way,F,F,F,F,T,F,F,F,F,F
"i would like to cancel my wake up call for everyday at 05:30 am { reminder_list: 608200, user_id: 1895389, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
one day driver service for own car,F,T,F,F,F,F,F,F,F,F
_date_ india australia ka match kis stadium m hai,F,F,F,F,F,F,F,T,F,F
madam i am driver,F,T,F,F,F,T,F,F,F,F
i was just checking,F,F,F,F,F,F,F,F,T,F
send me some places for lunch on fc road and kothrud area,F,F,F,F,F,T,T,F,F,F
i want to know availability for general compartment on march 7,F,F,F,F,F,T,F,F,F,F
I need chicken fry,T,F,F,F,F,F,F,F,F,F
twice in a day,F,F,T,F,F,F,F,F,F,F
update me with the live score,F,F,F,F,F,F,F,T,F,F
ICICI ATM near Stadium cross road?,F,F,F,F,T,F,F,F,F,F
tooo,F,F,F,F,F,F,F,F,T,F
onward flight - rs.3394,F,F,F,F,F,T,F,F,F,F
remind me only in day times,F,F,T,F,F,F,F,F,F,F
can u check now,T,F,F,T,F,T,F,F,F,F
give me a call,F,F,T,F,F,F,F,F,F,F
is gayle playing,F,F,F,F,F,F,F,T,F,F
Can u please provide me a coupan code for free ola or uber ride,F,F,F,F,F,T,F,F,F,F
Flight tickets  discount,F,F,F,F,F,T,F,F,F,F
i want so some order,T,F,F,F,F,F,F,F,F,F
ok done stop reminding me for drinking water,F,F,T,F,F,F,F,F,F,F
where is ankita??,F,F,F,F,F,F,F,F,T,F
have any cash back offer ?,F,F,F,F,F,T,F,F,F,F
i need a refund,F,F,F,F,F,T,F,F,F,F
DoCoMo store,F,F,F,F,T,F,F,F,F,F
can i give request few hours before,F,F,F,F,F,F,F,F,T,F
what is dhoni-s age,F,F,F,F,F,F,F,T,F,F
i am finish,F,F,F,F,F,F,F,F,T,F
Ac repair,F,T,F,F,F,F,F,F,F,F
england batting line up,F,F,F,F,F,F,F,T,F,F
"hi, i'm interested in watching jolly llb 2. {movie_name:jolly llb 2}{task}",F,F,F,T,F,F,F,F,F,F
can u give the details of the hotel,F,F,F,F,F,T,F,F,F,F
thank u😊,F,F,F,F,F,F,F,F,T,F
to book cottages  in ooty,F,F,F,F,F,T,F,F,F,F
iPhone 6,F,F,F,F,F,F,F,F,F,T
can you set an alarm for tomorrow.. 9 am,F,F,T,F,F,F,F,F,F,F
tom matches,F,F,F,F,F,F,F,T,F,F
byatranapura police station,F,F,F,F,T,F,F,F,F,F
name of train is,F,F,F,F,F,T,F,F,F,F
"Hi, pl remind me to pay amit Rs 12,800 on 29th September",F,F,T,F,F,F,F,F,F,F
call reminder please,F,F,T,F,F,F,F,F,F,F
who was the wk of mumbai indians in mi vs pune supergiant,F,F,F,F,F,F,F,T,F,F
Hi I'd ordered food from biriyani adda restaurant from just dial,T,F,F,F,F,F,F,F,F,F
can i have resturant's contact no,T,F,F,F,T,F,F,F,F,F
dont remind me,F,F,T,F,F,F,F,F,F,F
tell me the nearest idea store,F,F,F,F,T,F,F,F,F,F
can you guess who ll win,F,F,F,F,F,F,F,T,F,F
match startedn,F,F,F,F,F,F,F,T,F,F
Hi Renuka. Hope you are well. I have to travel from delhi to Amsterdam. Dates 22-27 October. Flexible by  1 day.,F,F,F,F,F,T,F,F,F,F
Are you booking the tkt,F,F,F,T,F,F,F,F,F,F
hi sagar,F,F,F,F,F,F,F,F,T,F
How to activate DND on my phone,F,F,T,F,F,F,F,F,F,F
this would be for two?,T,F,F,T,F,T,F,F,F,F
can i buy ipl tickets tlfrom haptik,F,F,F,F,F,F,F,T,F,F
is there any offer available ??,F,F,F,T,F,T,T,F,F,F
12321 at cheoki today,F,F,F,F,F,T,F,F,F,F
Please compare huwai honor 5x and samsung galaxy on7 (2016).... Which one is best???,F,F,F,F,F,F,F,F,F,T
okay no problem book my tickets right now,F,F,F,T,F,F,F,F,F,F
Sengotai tourist places,F,F,F,F,F,T,F,F,F,F
playoff tickets in delhi,F,F,F,F,F,F,F,T,F,F
can i get the bus timings to chikmangalur after 10 pm,F,F,F,F,F,T,F,F,F,F
sunrisers hyderabad is on,F,F,F,F,F,F,F,T,F,F
you scheduled a visit for today,F,F,T,F,F,F,F,F,F,F
flight details for flight 6e 254,F,F,F,F,F,T,F,F,F,F
and top _numeral_ players runs i need in ipl _numeral_,F,F,F,F,F,F,F,T,F,F
sounds strange,F,F,F,F,F,F,F,F,T,F
mai mpm mai abhi abhi join kiya hu..mujhe ap ye week ka mayerial ka schedule batao konse din kitna kitna material lavne vala hai...taki mai us mayrrial ko production mai lai saku,F,F,T,F,F,F,F,F,F,F
i want a man to service my treadmill,F,T,F,F,F,F,F,F,F,F
i want car for travel,F,F,F,F,F,T,F,F,F,F
i want to travel from hyderabad to changoor in kerala,F,F,F,F,F,T,F,F,F,F
how much time you take?,F,F,F,F,F,F,F,F,T,F
No ita airtel number,F,F,F,F,F,F,T,F,F,F
y such bad questions,F,F,F,F,F,F,F,F,T,F
from kota rajasthan to bhubaneswar,F,F,F,F,F,T,F,F,F,F
When is the big billion day in Flipkart,F,F,F,F,F,F,F,F,F,T
with cardio,F,F,F,F,T,F,F,F,F,F
the above options u shared do not deliver at my address,T,F,F,F,F,F,F,F,F,F
Off reminder,F,F,T,F,F,F,F,F,F,F
i do not understand,F,F,F,F,F,F,F,F,T,F
from vadodara to mumbai,F,F,F,F,F,T,F,F,F,F
Show me the one plus x phone,F,F,F,F,F,F,F,F,F,T
tell me live update of _date_ s match of ipl,F,F,F,F,F,F,F,T,F,F
What are the prevailing deals on flight tickets???,F,F,F,F,F,T,F,F,F,F
11 march and return 14 march,F,F,F,F,F,T,F,F,F,F
Mam I want to know the departure time and platform no. of this train from Howrah,F,F,F,F,F,T,F,F,F,F
Give me best price for apple air mac,F,F,F,F,F,F,F,F,F,T
Pegion  warranty service center in Hyderabad,F,T,F,F,F,F,F,F,F,F
you can book a hotel room for me?,F,F,F,F,F,T,F,F,F,F
hdfc atm,F,F,F,F,T,F,F,F,F,F
Jabong,F,F,F,F,F,F,F,F,F,T
Yess we would like to order 2 burger pizzas,T,F,F,F,F,F,F,F,F,F
This flight is in morning or night,F,F,F,F,F,T,F,F,F,F
stop the water reminders,F,F,T,F,F,F,F,F,F,F
make me remender to call haresh at tomorrow 10 am,F,F,T,F,F,F,F,F,F,F
amount 2165,F,F,F,F,F,T,F,F,F,F
west indies and india records,F,F,F,F,F,F,F,T,F,F
i'll let you know by an hour or two,F,F,F,F,F,F,F,F,T,F
where can i get one?,F,F,F,F,F,F,F,F,F,T
gujrat lions and king xi punjab,F,F,F,F,F,F,F,T,F,F
Ya reminder me,F,F,T,F,F,F,F,F,F,F
we want home delivery from thalapakatti,T,F,F,F,F,F,F,F,F,F
infact as close as possible to my place,F,F,F,F,T,F,F,F,F,F
Ya I am asking the mobile phones with upgraded features below rs. 5000,F,F,F,F,F,F,F,F,F,T
tell me man,F,F,F,F,F,F,F,F,T,F
"hiiiiiiiiii how to transfer documents ,photos,application everything iphone 6 to iphone 6s plus",F,F,F,F,F,F,F,F,F,T
which train tickets have offer,F,F,F,F,F,T,F,F,F,F
"hi, i want to book a flight ticket{banner}",F,F,F,F,F,T,F,F,F,F
i want to go to satya niketan from my location ..so what's the fair of cab,F,F,F,F,F,T,F,F,F,F
🙄 it's not done,F,F,F,F,F,F,F,F,T,F
do u like u watch this movie with me?,F,F,F,F,F,F,F,F,F,T
will try this in sometime,F,F,F,F,F,F,F,F,T,F
tamilnadu electricity board,F,F,F,F,F,F,T,F,F,F
Is it available in size 37,F,F,F,F,F,F,F,F,F,T
r u student,F,F,F,F,F,F,F,F,F,T
need to book another,F,F,F,F,F,T,F,F,F,F
any standard chartered bank atm nearby,F,F,F,F,T,F,F,F,F,F
keep updating till the match ends,F,F,F,F,F,F,F,T,F,F
tata muri express ldh kitne vaji puhcha gi,F,F,F,F,F,T,F,F,F,F
what is the score of nmumbai indians,F,F,F,F,F,F,F,T,F,F
i meant thanks 4 the reminders ..you already hav set 4 me,F,F,T,F,F,F,F,F,F,F
can you cancel the ride please,F,F,F,F,F,T,F,F,F,F
what s update from kolkata,F,F,F,F,F,F,F,T,F,F
yes.,F,F,F,F,F,F,F,F,T,F
"		i would like to cancel my medicine reminder for everyday at 10:25 pm { reminder_list: 501099, user_id: 1804966, task_name: medicine, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Plz tell me distance between dehradun to delhi,F,F,F,F,F,T,F,F,F,F
ranchi eyelex,F,F,F,T,F,F,F,F,F,F
Can i get the menu of das palace chakala,T,F,F,F,F,F,F,F,F,F
four wheeler,F,F,F,F,F,T,F,F,F,F
there was no update of scores,F,F,F,F,F,F,F,T,F,F
no & thank you,F,F,F,F,F,F,F,F,T,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 683645, user_id: 1969451, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
ya i like this app,F,F,F,F,F,F,F,F,T,F
hey i need a cab,F,F,F,F,F,T,F,F,F,F
how much rohit scored,F,F,F,F,F,F,F,T,F,F
my offers on mumbai old are or uber rides?,F,F,F,F,F,T,F,F,F,F
You know what? Instead of a text.. Gimme a call of all these reminder.,F,F,T,F,F,F,F,F,F,F
Are you sure the last one u sent is for redmi 3s prime,F,F,F,F,F,F,F,F,F,T
match ka score,F,F,F,F,F,F,F,T,F,F
i had booked flight,F,F,F,F,F,T,F,F,F,F
please show me trains from bvi to than for sleeper (sl) on 25-03-2017.,F,F,F,F,F,T,F,F,F,F
"i would like to cancel my drink water reminder reminder for mon, 06 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 723058-723059-723060-723061-723062-723063-723064-723065-723066-723067-723068, user_id: 1633298, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Price Color and size pls,F,F,F,F,F,F,F,F,F,T
even the timings for buses is not available.?,F,F,F,F,F,T,F,F,F,F
Bus route from mansarovar to amrapali circle vaishali nagar,F,F,F,F,F,T,F,F,F,F
in hyderabad,F,F,F,F,T,T,F,F,F,F
soory me try kr rha tha ki kese book hoti h,F,F,F,F,F,F,F,F,F,F
hey can you send me australian bowling order,F,F,F,F,F,F,F,T,F,F
can you find me nearest juice shops,F,F,F,F,T,F,F,F,F,F
Can i book a cab,F,F,F,F,F,T,F,F,F,F
Add one cheese garlic bread also,T,F,F,F,F,F,F,F,F,F
bhai free pizza dilwa sakte ho?,F,F,F,F,F,F,F,F,F,F
vathekuchy,F,F,F,T,F,F,F,F,F,F
which team had best chances to qualify,F,F,F,F,F,F,F,T,F,F
this time ipl leag table,F,F,F,F,F,F,F,T,F,F
"no, it is not actually the near one",F,F,F,F,T,F,F,F,F,F
good morning baby,F,F,F,F,F,F,F,F,T,F
yes sir..how are you ?,F,F,F,F,F,F,F,F,T,F
hell9,F,F,F,F,F,F,F,F,T,F
please stop these alerts,F,F,T,F,F,F,F,F,F,F
_date_ kon sa tim khele ga,F,F,F,F,F,F,F,T,F,F
can you share contact no of service center,F,T,F,F,F,F,F,F,F,F
actually i need information,F,F,F,F,F,F,F,F,T,F
hotel?,F,F,F,F,F,T,F,F,F,F
na muje playing eleven batya na hi pitch report,F,F,F,F,F,F,F,T,F,F
if there are any offers or any promotional messages drop them on here,F,F,F,F,F,F,F,F,F,T
Earbuds for iphone 5,F,F,F,F,F,F,F,F,F,T
i want to ask,F,F,F,F,F,F,F,F,T,F
I want to buy fast mobile charger,F,F,F,F,F,F,F,F,F,T
Ok which shirt has rating will you tell me?,F,F,F,F,F,F,F,F,F,T
Cancel all wake up calls,F,F,T,F,F,F,F,F,F,F
pandanallur,T,F,F,F,F,T,F,F,F,F
I phone 7 details,F,F,F,F,F,F,F,F,F,T
savings,F,F,F,F,F,F,F,F,T,F
Pink movie,F,F,F,F,F,F,F,F,F,T
what s the target score,F,F,F,F,F,F,F,T,F,F
"		i would like to cancel my call someone reminder for fri, 03 march at 07:00 pm { reminder_list: 686031, user_id: 1978024, task_name: call_someone, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
same one given above.,F,F,F,F,F,F,F,F,T,F
it is unlimited calling pack,F,F,F,F,F,F,T,F,F,F
but before booking i need to know the cost,T,T,F,T,F,T,F,F,F,F
yeah thank you so much,F,F,F,F,F,F,F,F,T,F
no such preference,F,F,F,F,F,F,F,F,T,F
any flights?,F,F,F,F,F,T,F,F,F,F
i want to know which movies is running in nagavalli ?,F,F,F,T,F,F,F,F,F,F
hdfc debit card offer,T,F,F,T,F,T,T,F,T,F
any update on my last ride,F,F,F,F,F,T,F,F,F,F
lv,F,F,F,F,F,F,F,F,T,F
that we can go and watch,F,F,F,F,F,F,F,T,F,F
highest run scorer of ipl _numeral_,F,F,F,F,F,F,F,T,F,F
Book travel ticket from wardha to karanja,F,F,F,F,F,T,F,F,F,F
check quick,F,F,F,F,F,F,F,F,T,F
its almost a week,F,F,F,F,F,F,T,F,F,F
you good?,F,F,F,F,F,F,F,F,T,F
"		i would like to cancel my to-do: going to bangalore for sun, 05 march at 09:01 pm { reminder_list: 706971, user_id: 1982270, task_name: to_do, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
pdf,F,F,F,F,F,T,F,F,F,F
please tell me the semifinal dates,F,F,F,F,F,F,F,T,F,F
raymond shop near me and its contacr number?,F,F,F,F,T,F,F,F,F,F
Can u send me the revised itinerary for the tour package. Chennai-Delhi-manali-Dalhousie -Agra-delhi-chennai,F,F,F,F,F,T,F,F,F,F
please show me return flights from bangalore to dehra dun 		onward date - 06 march	return date - 06 march,F,F,F,F,F,T,F,F,F,F
what are the upcoming matches,F,F,F,F,F,F,F,T,F,F
Need headphones,F,F,F,F,F,F,F,F,F,T
"		i would like to cancel my to-do: eye drops/sleeping time for everyday at 02:25 pm { reminder_list: 356211, user_id: 1869426, task_name: to_do, offset: 5, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
i need to now near by theater from location,F,F,F,T,F,F,F,F,F,F
"		i would like to cancel my reminder to 'interview at chanakya school between 10am-3pm' for sun, 05 march at 09:30 am { reminder_list: 707533, user_id: 1432812, task_name: other, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
no book ticket u try the flights available,F,F,F,F,F,T,F,F,F,F
hello harsha,F,F,F,F,F,F,F,F,T,F
dahiser to aslfa,F,F,F,F,F,T,F,F,F,F
thanks penny,F,F,F,F,F,F,F,F,T,F
in rajori garden,F,F,F,F,T,F,F,F,F,F
3/4/2017,F,F,T,F,F,T,F,F,F,F
"looking for swimming tank bath service near dadar, matunga area",F,F,F,F,T,F,F,F,F,F
i will get back to u in half an hour,F,F,F,F,F,F,F,F,T,F
Mumbai to kochin,F,F,F,F,F,T,F,F,F,F
movie offers?,F,F,F,T,F,F,F,F,F,F
Cinema tickets at sathyam,F,F,F,T,F,F,F,F,F,F
of electricity,F,F,F,F,F,F,T,F,F,F
hi divya when is the t _numeral_ world cup final match i just forgot,F,F,F,F,F,F,F,T,F,F
i need the review,F,F,F,T,F,F,F,F,F,F
hey punit,F,F,F,F,F,F,F,F,T,F
need bus from cbe to trichy,F,F,F,F,F,T,F,F,F,F
Sir pl tell me nearest bank of oersij bank,F,F,F,F,T,F,F,F,F,F
Plz dismiss this reminder,F,F,T,F,F,F,F,F,F,F
sir can u explain the difference between doctrine of res sub judice and res judicata,F,F,F,F,T,F,F,F,F,T
when is the next match at wankede,F,F,F,F,F,F,F,T,F,F
indor,T,F,F,T,T,T,F,F,F,F
hi can you comment on the situation rcb is in,F,F,F,F,F,F,F,T,F,F
Please set an alarm to wake me up @ 08:30 am today for breakfast,F,F,T,F,F,F,F,F,F,F
i want to book tickets for 2person,F,F,F,T,F,T,F,F,F,F
that s amazing score,F,F,F,F,F,F,F,T,F,F
Oct 7 GT express chennai to Vijayawada 1 ticket ...any class,F,F,F,F,F,T,F,F,F,F
can you keep me updated with all match results of ipl,F,F,F,F,F,F,F,T,F,F
plz display the movies list again buddy..,F,F,F,T,F,F,F,F,F,F
can you please just send me the present situation of the match,F,F,F,F,F,F,F,T,F,F
nishant can u book both tickets separately but seats together???,F,F,F,F,F,T,F,F,F,F
nishant you remember me na,F,F,F,F,F,F,F,F,T,F
"i would like to cancel my wake up call for everyday at 09:30 am { reminder_list: 487408, user_id: 1694582, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
about the offer,F,F,F,F,F,T,T,F,F,F
what is story komal,F,F,F,T,F,F,F,F,F,F
i want to recharge vodafone 8696674057 by rs 100 . is there any discount,F,F,F,F,F,F,T,F,F,F
in connaught place,F,F,F,F,T,F,F,F,F,F
have u called them?,F,F,T,F,F,F,F,F,F,F
i want to book tickets for pune from delhi,F,F,F,F,F,T,F,F,F,F
146 third floor pocket 2 jasola new delhi 110025,T,T,F,F,F,T,F,F,F,F
Can u help me cancel my train ticket,F,F,F,F,F,T,F,F,F,F
hi show me movies in jazz cinemas.in,F,F,F,T,F,F,F,F,F,F
Iam in purasaiwalkam. ..please dindugal thalappakatti restaurant nearest,T,F,F,F,F,F,F,F,F,F
the list u gave me is price less,F,F,F,F,F,F,F,F,T,F
Plz set a alarm at 6 for dad's  work,F,F,T,F,F,F,F,F,F,F
show me point table for india,F,F,F,F,F,F,F,T,F,F
i want uber cab,F,F,F,F,F,T,F,F,F,F
flight i want,F,F,F,F,F,T,F,F,F,F
mat be,F,F,F,F,F,F,F,F,F,F
hi want ola share,F,F,F,F,F,T,F,F,F,F
full detail score with overs and batsman runs,F,F,F,F,F,F,F,T,F,F
i want sum biryani,T,F,F,F,F,F,F,F,F,F
orthopaedic surgen,F,F,F,F,T,F,F,F,F,F
price too high,T,T,F,T,F,T,F,F,F,F
i feeling bore today..,F,F,F,F,F,F,F,F,T,F
Tata docomo store,F,F,F,F,F,F,T,F,F,F
suggest me some redness relief eye drops to buy,F,F,F,F,T,F,F,F,F,T
but _date_ s match result is not updated in the table,F,F,F,F,F,F,F,T,F,F
i pm,F,F,T,F,F,F,F,F,F,F
when is _date_ s match,F,F,F,F,F,F,F,T,F,F
pnr 6765045504,F,F,F,F,F,T,F,F,F,F
can i know _date_ match,F,F,F,F,F,F,F,T,F,F
"		i would like to cancel my wake up call for sun, 05 march at 02:13 pm { reminder_list: 713525, user_id: 1983938, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
I need to go to Florence from Rome on 6th Oct in the morning and from Florence to Venice on 8th morning,F,F,F,F,F,T,F,F,F,F
i need to book it advance for 7:45 am tommorow,F,F,F,F,F,T,F,F,F,F
Tomorrow 9:30 pm reminder for gali sigh board thik karna,F,F,T,F,F,F,F,F,F,F
keep me posted,F,F,F,F,F,F,F,F,T,F
where is current match happening,F,F,F,F,F,F,F,T,F,F
who played qualifier _numeral_ and who won,F,F,F,F,F,F,F,T,F,F
what is the best way to travel to goa?,F,F,F,F,F,T,F,F,F,F
2 tkts,F,F,F,T,F,T,F,F,F,F
I have a flight from Mumbai to Bengaluru,F,F,F,F,F,T,F,F,F,F
bnglre wins,F,F,F,F,F,F,F,T,F,F
16th aprail,F,F,T,F,F,F,F,F,F,F
i already kept remainder,F,F,T,F,F,F,F,F,F,F
b w whom the match is goin on right now,F,F,F,F,F,F,F,T,F,F
commando2 in nandyal,F,F,F,T,F,F,F,F,F,F
i would like to cancel by reminder,F,F,T,F,F,F,F,F,F,F
12556 atatus,F,F,F,F,F,T,F,F,F,F
or discount,F,F,F,F,F,T,T,F,F,F
if india looses _date_ will we lose a spot in the finals,F,F,F,F,F,F,F,T,F,F
lko to. mumbai,F,F,F,F,F,T,F,F,F,F
set it,F,F,T,F,F,F,F,F,F,F
I want Karnataka bank atm,F,F,F,F,T,F,F,F,F,F
_date_ started the ipl,F,F,F,F,F,F,F,T,F,F
give me the best option of adidas sneakers of rupees 3000,F,F,F,F,F,F,F,F,F,T
"flight booking	departure city: chennai	arrival city: kolkata	departure date: march 26, 2017	number of adults: 3",F,F,F,F,F,T,F,F,F,F
please do web check in this,F,F,F,F,F,T,F,F,F,F
thank you.. nothing as if now,F,F,F,F,F,F,F,F,T,F
there used to be one for 200 too ?,T,T,F,T,F,T,T,F,F,F
1seat wala,F,F,F,F,F,T,F,F,F,F
departure: 01:15 pm (08 apr),F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my medicine reminder for everyday at 09:00 pm { reminder_list: 670037, user_id: 1970294, task_name: medicine, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
My refrigerator's door hinge is broken. Need to fix that,F,T,F,F,F,F,F,F,F,F
i didn't not got my recharge,F,F,F,F,F,F,T,F,F,F
Do u reserve table at western food in on express highway,T,F,F,F,F,F,F,F,F,F
thank you ishita.will you please help me how to go there from howrah maidan,F,F,F,F,F,T,F,F,F,F
mt bhejna ab,F,F,F,F,F,F,F,T,F,F
remind me to alter my jeans in the evening,F,F,T,F,F,F,F,F,F,F
any offer for recharge or bill payments.??,F,F,F,F,F,F,T,F,F,F
hello siddharth,F,F,F,F,F,F,F,F,T,F
is there any punjabi movoe now at cinemas,F,F,F,T,F,F,F,F,F,F
recharge done?,F,F,F,F,F,F,T,F,F,F
No can you confirm reservation position of Kolkata Rajdhani from New Delhi on 6.11.16 in ACIII,F,F,F,F,F,T,F,F,F,F
you too mam,F,F,F,F,F,F,F,F,T,F
hi i want part time jobs secunderabad at nights,F,F,F,F,F,F,F,F,F,T
is it updated now,F,F,F,F,F,F,F,T,F,F
done through you,F,F,F,F,F,F,F,F,T,F
ignore the second one,F,F,F,F,F,F,F,F,T,F
Tickets for 22 Oct,F,F,F,F,F,T,F,F,F,F
can i have it in chinese language,F,F,F,F,F,F,F,F,F,T
how much did virat kohli score,F,F,F,F,F,F,F,T,F,F
man,F,F,F,F,F,F,F,F,T,F
Back case for moto x play,F,F,F,F,F,F,F,F,F,T
pl. replay me,F,F,F,F,F,F,F,F,T,F
there is no option for typing this code,F,F,F,F,F,T,T,F,F,F
hey thank you,F,F,F,F,F,F,F,F,T,F
Can I have some options for black or grey sneakers costing around 500 600,F,F,F,F,F,F,F,F,F,T
can u wake me at 8 in the morning,F,F,T,F,F,F,F,F,F,F
other travel mode available train kokankanya,F,F,F,F,F,T,F,F,F,F
"i want know that india,s top ten appears garments export company in india",F,F,F,F,F,F,F,F,F,T
can you tell me the distance between kali temple and my location,F,F,F,F,F,T,F,F,F,F
i would like to buy a washing machine desacling powder. where can i get it in indiranagar?,F,F,F,F,T,F,F,F,F,F
is there any cash back in train booking,F,F,F,F,F,T,F,F,F,F
can you get me ticket rates for ipl matches eden gardens kolkata,F,F,F,F,F,F,F,T,F,F
plz update me for same,F,F,F,F,F,F,F,F,T,F
Are there only 5 seats in dehradun express train number 19020?,F,F,F,F,F,T,F,F,F,F
Are there any trains that go from chitoor to knl..  Today  eve,F,F,F,F,F,T,F,F,F,F
bihar,F,F,F,F,F,F,T,F,F,F
I want the man who knew infinity film hindi dubbed pls.,F,F,F,T,F,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 717511, user_id: 1984494, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
send me only mi s match schedule,F,F,F,F,F,F,F,T,F,F
kon kon se service hai,F,F,F,F,F,F,F,F,F,F
Can i get a delivery of cake and flowers at Midnight 12 today.,T,F,F,F,F,F,F,F,F,F
domino's pizza,T,F,F,F,T,F,F,F,F,F
hiii can me tell u about nda exams,F,F,F,F,T,F,F,F,F,T
do you have the rates?,T,T,F,T,F,T,T,F,F,F
that'll be great,F,F,F,F,F,F,F,F,T,F
this is not colaba,F,F,F,F,T,F,F,F,F,F
i need to remind it daily,F,F,T,F,F,F,F,F,F,F
The train is scheduled to depart from Chennai Central at 8.20 PM tonight. I will be keeping you updated on the train live status as well. Have a great day ahead!,F,F,F,F,F,T,F,F,F,F
