pid,sentence1,sentence2,label
1010,The order ID is right,Where is my order ID?,0
1013,got the One time password,not getting otp,1
1014,What about your publicity ?,what about Fanta,0
1016,What is your name,Whats ur WhatsApp number,0
1017,Money's the goal,money,0
1019,investor be a borrower,Investor,0
1020,want to purchase Flight Tickets,suggest Flight Tickets,0
1022,I want to edit my reminder,Can you help me edit my reminders,1
1023,I want to book as armed force category,I need to book tickets,0
1027,ID is correct,That order ID is correct,1
1028,how to connect,How to get connected to Wifi?,0
1034,survival benefit,What is Survival benefits?,1
1036,Need to know the Survival Benefits,Give me information about Survival Benefits,0
1037,auto connect apple,about auto connect,0
1038,Any Offers on Movie Ticket,Any Offers on Movies,1
1040,Still not getting connected.,Still not resolved,0
1041,I need a reminder for calling someone,need a reminder,0
1044,Help me with the Premium for Total Secure,What will be the premium for Total Secure,1
1047,wake up reminder modification,Set an alarm wake up,0
1048,Show me more return flights,show more,0
1051,High-end Bike,Bike,0
1052,Please give your number,I want your number plz,1
1053,Alarm to drink water,Set an alarm for me to walk someone,0
1054,I wanna fly to hyderabad,And back to kochi on night 03 dec,0
1056,Got better,I am getting a better rate,1
1058,Please book a flight,I want to book flight tickets for Diwali,0
1059,Your price is high in comparison with paytm,Your Prices too high,1
1060,I want to know fares of flights,give me flight fare alerts,0
1061,This is my ID only,Can you tell me where is my order ID?,0
1063,any cashback on flight tickets,Tutorial for flights discounts,0
1066,I gave a true order ID,Can you tell me where is my order ID?,0
1067,Will you collect sample from my place?,Which centre would be nearest from my place,0
1069,want reminder for walk,send reminder,0
1070,"I checked, the order ID given is correct",That's my correct ID,0
1071,tell me about discount deal on flight booking,Is there student concession flights,0
1072,at __product_name__,take out __product_name__,0
1073,how to apply,How to login,0
1075,call to remind phone,remind phone,1
1076,I would like to book a flight ticket,I want to book a flight,1
1077,I want to book flight tickets for NH7 weekeender,Book me a flight,0
1079,i want wifi,Need Wifi password,1
1081,My area pin code is 700028 so where is nearest Dr lal center from this area.,nearby Dr. Lal pathlab,0
1083,Help me with Survival Benefits of GCAP,Survival Benefit,0
1085,When i got receipt ?,When i will get refund,0
1089,prepare a reminder birthday,prepare a reminder medicine,0
1090,edit items in my cart,want to check items in my cart,0
1091,I want to switch relationship manager,talk to relationship manager,0
1095,may i know s Prolactin test cost,I wanted to understand the cost for test,0
1096,any offer on flight booking,Please tell me best domestic flight offer,0
1097,show me your picture,i need your number,0
1099,offer section,cashback,0
1103,May I know the time to get it,Would like to know time of visit for home collection I have just booked,0
1105,I want to book flight tickets for Diwali,recommend Flight Tickets,0
1107,Bsnl landline bills,Bsnl landline,1
1109,Can you give your mobile number,your phone number,1
1110,I want to play the predict quiz,terms and conditions for predict quiz,0
1112,Cancel all of my reminders,Turn off all my reminders,0
1113,I want to check the price of this test,check price for flight from mumbai to pune,0
1114,winner announcement,winners,0
1115,I would like to submit my answers for the Predict & Win quiz,I want to raise a complaint,0
1117,What is the cancellation policy for a group tour?,What is the cancellation policy in case of a medical emergency?,0
1120,Cash back is not come in my wallet,My cash back is not credited,0
1126,What is my test result,what tests do you offer,0
1127,Not received yet,I have not received my report yet,0
1131,U should correct me,correct answers,0
1133,I would like to modify my happy birthday! reminder for,prepare a reminder birthday,0
1134,I need to know pricing,I want to know fares of flights,1
1135,Check flight status,flight status,1
1137,book flight for 2 adults,I want to book flight,0
1138,i want offer on flight booking.,Is there student concession flights,0
1139,But in other website it giving me 6133,I need 2 tickets,0
1140,How much tickets fare,Ticket fare,1
1144,Cash back is not come in my wallet,The case back not received till now,0
1145,password for downloading report,How do i find the link to download report,0
1146,tell me the flight fare,give me flight fare alerts,0
1148,Demat Account,open demat account,0
1154,Show me Non-Stop flights,Non-Stop Flights,1
1157,Others(Upto 75lacs),Women(Upto 75lacs),0
1158,Need invoice of my air tickets,I need some air tickets,0
1160,suggest me Flight Tickets,search flights,1
1161,where is the ticket email,please email ticket,1
1163,Do you supply LPG for industrial corporate customers?,LPG Supply,0
1167,Charting Status train,status of train,1
1168,cashback on flights,Is there student concession flights,0
1171,Process to be followed for separation of children by age?,formalities do I have to follow to sell my unit,0
1172,"If there is no action by distributor on complaint, whom should we contact for immediate redressal",there is no action by distributor on complaint,1
1173,book ticket from mumbai to pune,Please proceed with below flight from Delhi to Bangalore for 1 adult onward flight air dep 00 00 1 dec dep 00 00 1 dec,0
1178,any offer running on flight booking,any offer running on train,0
1179,I didn't get my cash back,i dont get cashback,0
1183,call to remind jog,remind me jog,1
1185,I can't find my order ID.,"I don't understand, this is the right order ID",0
1187,I want to know about a test of HSG,need details about a test,0
1188,account already exists,I already have an account,1
1189,U r worst,lets fuck,0
1190,any cashback on flight tickets,Is there student concession flights,0
1192,When will I get my confirmation,When i get refund,0
1194,looking Flight Tickets,Is there any reminder for flights ticket,0
1196,send ticket on mail,Please email the tickets,1
1200,goibibo fares are cheaper,cheap rate for mumbai to delhi,0
1201,wake up reminder,Set wake up reminder,1
1202,That was the correct order number,I've given the correct order number,1
1204,accidently broke my tooth,Childs broken tooth,0
1205,can you set a reminder for me to call someone?,I need a reminder for calling someone,1
1209,Remind me to drink water,remind me to,0
1210,reminder for medicine,Medicine Reminder Modification,1
1212,show me your picture,I need your help,0
1213,That's my correct ID,I gave the correct ID,1
1215,give me a your pic,can you give me ur number,0
1216,how will i get my visit id,Where to type the lab visit ID,0
1217,"Hey, can you set a reminder for me to walk?  . .",set reminder,0
1218,phonepe cashback not received,Cashback is not received,0
1220,Explain me the key features of My Life,Explain me the key features of WAAC,0
1221,Make my trip is giving cheap flights,Cheap flight tickets,0
1223,total secur,Calculate Total Secure Plus Premium,0
1230,From which terminal,I mean from which Terminal,1
1232,Cumulative,Non Cumulative,0
1233,I want discounts on ola tickets.,Any cashback on ola tickets?,1
1236,i want offer on flight booking.,Tutorial for flights offers,0
1237,how to delete the app,how to give feedback,0
1238,mumbai to pune,i want to book ticket mumbai to pune,0
1240,invite code not working,How do I get my invite code?,0
1242,whats the eligibility criteria,eligibility,0
1243,new connection for home,new connection,0
1244,schedule a reminder exercise,set a reminder,0
1249,I need to book under Student allowance,like to purchase Flight Tickets,0
1252,Book me a night ticket to Delhi tomorrow,flight tickets from mumbai to delhi,0
1254,Did not receive,Why not received refund,0
1255,I want to cancel my reminder,reminder cancel,1
1256,tell me about upcoming workshops and events,workshops and events,0
1257,my signal is not strong,I have no signal on my mobile,0
1259,I am from UK,UK,0
1260,I want to edit my reminder,sorry change this reminder,1
1262,But your price is higher,Your price is high in comparison with paytm,0
1263,Can give me details about my haptik cash back,Stop sending details about flights,0
1266,OTP is not working please resend,OTP not get,0
1272,"I checked, the order ID given is correct",The ID I gave was right,0
1276,Hotel LPG Cylinders,LPG for Hotel,1
1277,What are the key features of Saral Nivesh,Key Features,0
1278,Modify this exercise reminder,want reminder for jog,0
1279,Remind me when fares drop,Could you let me know when there is a price drop,0
1281,My RM is not reachable,relationship manager not reachable,0
1284,how long is your dick,How long did i sleep?,0
1294,I want my favourite car,Car,0
1295,schedule a reminder medicine,set reminder,0
1296,how to use wifi,This wifi using money also need,0
1298,Stop all reminders,Please tell my all reminder,0
1300,cheap rate for mumbai to delhi,Planning to go for trip to goa,0
1302,remind me regarding birthday,remind me regarding,0
